,Duration,Call Id,Match,mnth_sin,day_sin,hr_sin,mnth_cos,day_cos,hr_cos,type_Current Customer,type_Hang-ups,type_Other,type_Sales,type_Service,status_Answering Service/Call Center,status_Current Customer,status_Disconnected in Progress,status_Existing Customer Prospect,status_Hang-up,status_Left Message/Voice Mail,status_New Prospect,status_Other,status_Referral Prospect,status_Repeat Caller,Words
1871,215,706828789,0,0.965925826,0.5,0.258819045,-1,0.866025404,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,is Mark available Jen sorry I don't know her first name a herb Colin from Chorus radio and 2/8 this is so Sergio how are you conversing with Martha earlier this week about some outstanding invoices so I heard there is three outstanding I can either be at finding Home Services Thank you period dot calm or I will forward you this morning to you and it'll get to you never really Pharmacy Simpson it automatically says these are sent to me so I can as or add voice didn't have a we just had account February invoices that I'm just try to figure out so I just forwarded them to you already and I just I 7 to market yesterday that I just take it to me or if you're able to help me her yesterday so it's nothing now and you'll have them also so this weekend 
1877,214,1057465708,0,0.965925826,0,-0.258819045,-1,0.866025404,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,it's kind of no service how can I make a smile hi there I am currently enrolled early enough we just the furnace annual check yes and yes and buying just wanted to cancel that I called in a few months ago when is apparently was supposed to can't believe still on here so okay when will see but sure forestry vict Lar did start I want to tell you start it started last May just started this is my you know 2017 I have a feeling it renewed and name but the last knew it was supposed in April hi fine exactly when you have the first year you have to kind of stay on right and then if not I still see where yes Lisa Kroll 30th what is 17 hi Lisa I am glad that's a reason why you wanted to cancel I was more of a sales and it was an actual diagnosis of my whatever they have like this his stuff for your furnace and because we moved so we come out once a year and we do the maintenance on your furnace 48909 plus tax Snowshoe come with us this 119 also are you aware of the Weather Service as we get witnessed the local and Spa me if you needed us okay so it's one of those for you either electrical is from a tweet come out and be waived the $9 each time we come out and they will give you a 10% off on the work phone as well I'm so yeah I will but the best number to Alanis that's 476-9982 yes okay I will double check with the lady of snow as bad and I give you a call okay I hope bye 
1883,201,1058195418,0,0.965925826,0.707106781,0.707106781,-1,0.5,-0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,service Maria speaking how can I make it smile are you getting the temperature down to the requested service Dot and have a good one probably not rats and I'll see if we have 171 Lancaster Street NCAAF Dr 5 minutes from you zip code 85204 62345 six nine two my first dson any p h a CO La dot g ohh you are D at gmail how you heard about us just Googles air conditioning service thing and I went with the one closest else cuz I find local alright schedule go over everything go ahead with a $9 Visa what is the is there a time better for you I believe I've got to have today it would have to be tomorrow I can squeeze you in late morning and I can have someone give you a call first when they would they would be longer works would you be okay yes I will have in this number the best number Menards 
1889,90,1058206362,0,0.965925826,0.707106781,0.707106781,-1,0.5,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,hey 
1894,245,703335555,0,0.965925826,0.5,-0.258819045,-1,0.866025404,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,hi it's Jennifer Michelson calling I'm calling from Memorial Funeral Home in London hi I just God I just wish everything Park Road East between parking Library I know your day or so have a funeral that might be it's right away next week early we're here til at work if I can get someone here earlier I think you I think apps between 8:30 yes that's fine okay thanks a lot okay thanks 
1900,73,701988014,0,1,0.707106781,-0.707106781,-0.866025404,0.5,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,hi Maria it's me again but Dr Seema this coming Wednesday not if you don't have them who be kind okay well we were working out 
1906,96,701984202,0,1,0.707106781,-0.707106781,-0.866025404,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,okay perfect 
1912,243,1059239330,0,1,0.707106781,-0.707106781,-0.866025404,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,it's a good day for us my husband has an amazing smile there we got a quote on how much it cost to put a 220 volt but letting in my garage 8410 a lot this fucking an electric car and have you guys look for you for a number of years ago I had you feel so your address okay 19970 Side Drive try 29 Sunnyside Drive phone number 251-958-4455 yes so I will a schedule one of our elect percent now you know there was Mrs me $9 apiece so come on site to look over everything first to give you an accurate price then go ahead with anything should I you wanted a quote at this point so first available I have are you going to hurry for this so we're little bit back your words mom and I heard that whether the government rid of those there's a rebate program for the covers half of the cost of flying the plug in and half of the cost of the installation okay I can do like a late morning with my work don't know what my I won't work for me I'm at I'm at work I don't have time my my wife and evenings are better for us but I don't know whether she can go home or not what time are you thinking if something 10 and 12 okay I'll find out if she's available at the time and and let you and let you know is there as her alternate time then again early afternoon late afternoon tomorrow or 10 o'clock next week by 6X or so then we're going to the following week and and and what what are the Cilla online pants payment and then you have availability the following week what's the afternoon like when do what's the latest time latest time with me are you here in London yeah we're out so no problem I can get them there like around 3 to us the way to signs not very handy for people that are at work yeah I will I will have to give you talked to my wife and give you a shout because I don't know the answer to those two questions I know one piece is pretty much going to have to be awful 
1918,94,701917174,0,1,0.707106781,-2.45E-16,-0.866025404,0.5,0.866025404,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,fashion is there any way okay 
1924,721,701599813,0,1,0.5,0.5,-0.866025404,0.866025404,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,from your friend from your friend to the side of the house I was okay alright moment take thank you I can keep coming for me to someone I can I can today if you are available we will see what I see what the problem is and then go ahead and put it in for a password and give you an accurate price Barbershop an hour it is 5 o'clock so he's going to like I said we'll go ahead from the price supposed to repair them properly it's two separate home or on the second one 3 her okay so they will bring the ladder any shipment that they may need and then from then on it'll be $69 per minute helping him Acura parts information address and so forth and then we can scheduler I have the means to me 4 okay number 945-727-0124 once work number okay okay dark for a Friday I will schedule but if that is if I can get them there in the morning which would be cold is that okay okay yeah okay I will have this Friday between 38 and $59 I'll let you know after when you get home you know comes on cash check Visa or Mastercard okay who outdoor story home hi okay thank you 
1930,128,1061224908,0,1,0,-2.45E-16,-0.866025404,0.866025404,0.866025404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,it's a great day of fun in home service this is being a hag we make me smile I was speaking with Mike earlier and he get some information I was looking for and I'd like to schedule the work to be done and you're on BART went when you left this is her at the why I have the cert actor it's just me installation and I think you said they they the price for that yeah he told me $120 need support in the broker which we well and dollars a single and when we open at this that Mark ideally something that either first kind of first thing in the morning or in there is a perfect what time would that be would be perfect so yeah yeah I think that will work on your electric was so it's 8:31 very much you're welcome 
1936,263,1061284526,0,1,0,0.5,-0.866025404,0.866025404,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,get in the afternoon on Thursday with her I just think so much for your time 
1942,316,1061287610,0,1,0,0.707106781,-0.866025404,0.866025404,-0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,I'm going to stay up to make a smile hi Maria how are you how are you it's Way Folsom calling we have a furnace an air conditioner installed like February and we still haven't received any rebates from 1X or ECI I was it's a little bit strange I called a couple months ago and you were missing that see something come across your desk and you figured it would have been in the next few weeks or whatever but I was like two or three months ago so what is the address 371 Rich Meadow Road and I love ins look basketball game moment X-Play you I was thinking with Brian he said that you haven't gotten them cuz well write books so just being weak she said on also to Anna's guy you have not gotten any reply back cuz I was just 6 weeks but it's been like spending like I said so smart people May June certainly more than 8 weeks is there any way to follow is there a way to follow up with her through 2 day wait for the USA one now for the 1X one was from the fire truck I will have her I'm fine now so I would be the one who would I don't there's just that yes a 1 + he's out through the right after it was installed there was nothing really good with massage we didn't bother with the inter guide but there was 750 you from FedEx and then 250 from USA yeah I said that they have gone through okay from our end I'm just cold weather or I should be able to call them or something to find out what what the delay is because it's being at least 3 months March April May that it's been 3 months delete for Lennox Annika like that you know to look it up I don't know who all's Lennox to the United States early I have no clue who do the same you know specially with me yes anyone has as well cuz I'm waiting for a lot bye bye 
1948,500,1061300770,0,1,0,0.707106781,-0.866025404,0.866025404,-0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45634 very much 
1954,84,1061700718,0,1,0.707106781,-0.866025404,-0.866025404,0.5,1.19E-15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,okay so what when we woke up 
1960,338,697957857,0,1,0.258819045,-2.45E-16,-0.866025404,1,0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Michael Pina if you can work it out you know 
1966,72,696833391,0,1,0.707106781,0.5,-0.866025404,0.5,-1.84E-16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Morrow morning at all I cannot coming back hurts barbecue perfect thank you bye 
1972,180,1063178500,0,1,0.5,-0.5,-0.866025404,0.866025404,0.866025404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,this is Maria skin how to make a smile to follow up so it's not last Friday temper insulation of new Sony and Chile has ride someone would follow up this week and just haven't heard anything haven't heard of our you whenever alright am I supposed to be on hold for one month and also they all Paz information here for me hi there Ken message on here and he just a probably the office I will take them and have them on the office with information and then go ahead and then come over give you a ride okay it was like everything was fine if that's a waiting on an install time like this play doors okay so press one for 52480 so that soon as like my plane whole number so that like after like 4 that best number be my work number as well which is before place +429-227-422-0432 40230 period was going to pay alright I'll have done this summer here in the office day bye 
1978,220,696520331,0,1,0.5,0.5,-0.866025404,0.866025404,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Society 
1984,82,1063262653,0,1,0.5,0.5,-0.866025404,0.866025404,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Danielle service Maria speaking how can I make a file serviced or is it okay okay show me the score is it totally clogged yours different colors and all that my mama Rose to see what the issue is and then go from there my schedule allows call and then he can come out and go rock $500 yeah that's it I'll let you know exactly what's going on Ben from Kimberly's to be done okay let me talk to my wife thank you 
1990,182,1063449838,0,1,0.258819045,0.258819045,-0.866025404,1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Maria speaking how to make a smile how I might see the plumber I've I'm a has been a customer of yours in the past I think I have a part of the bathroom sink that will not drain yes his total standstill Young nose bathroom surgery 755 going Farm press present in London Peter life yeah just like what phone number do you have for me I will +947-705-114-8188 is Kelly and 29 you home today my daughter let you know that I'm a local thing with you first give you an accurate price then go ahead with repairs he's done zebra purse is it better for you so it's going to have to be you know after that or 30 past the last would be like a serious person that we can kind of my cousin or first thing in the morning first thing in the morning mean has Type 2 we both work early so you guys don't need me call after hours service we do have 24 hours service with a score of the office after a 49 days back and if I'm not on the let you know what the cost is to get going the only have to check with my wife and see if she can be home early or leave later or something like that but 
1996,211,695147253,0,0.965925826,0.707106781,-0.258819045,-0.5,0.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,I can still get your name out set up a time for a technician to come up with your birthday Rebecca Nye wake me up pick up problem so it looks like the first available now Griffin 08 collector yeah I call you back okay 
2002,47,694920283,0,0.965925826,0.5,-0.866025404,-0.5,0.866025404,1.19E-15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,okay 
2008,346,694735390,0,0.965925826,0.5,0.707106781,-0.5,0.866025404,-0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,thank you okay bye bye 
2014,164,694559983,0,0.965925826,0.258819045,-0.5,-0.5,1,0.866025404,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,go go over that with you when he's there Apple Numbers are you home or okay no problem so are you almost there criteria seconds courtesy call from House bye bye 
2020,51,694379729,0,0.965925826,0.258819045,0.866025404,-0.5,1,-0.866025404,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,this is Maria speaking how can I make it another Moment Like is voicemail okay thank you all right now please call you when you return alternatively you can try my cellphone this number 513-808-7340 thank you have a great day 
2026,90,1064857920,0,0.965925826,0,-0.258819045,-0.5,0.866025404,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,it's a great day of fun in home service this is Diana how to make me smile hey I was just wondering if you could give me an amount for how much the week sorry to hear you tell Mike was there AC is working what I look like a solute Lee we have a $99 diagnostic fee and then like 1/3 hours and can go look at it figure out what's confusing then the Chrysler what any repairs for you man I'm weird thing is best that is see I guess it's not the coolant fluid goes in a refrigerant yes I'm looking probably what the problem is because it's running but it's just not like really really cold okay yeah yeah how much that would be approximately to replace I have no idea unfortunately it depends on what kind of refrigerant depends on how much okay tax rate yep it looks like every birth chart how far in advance about you know freezing Wireless right now I could probably wiggle some stuff around maybe get someone shoot me a call let me know just my notes and see if cuz I will be home all day tomorrow okay then I will probably give you guys a call back I think you know welcome 
2032,262,1064858629,0,0.965925826,0,-0.258819045,-0.5,0.866025404,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,it's a good day did you fucking to make a are you today I'm good I'm inquiring a quote for some electrical work to hook up a hot dog how long I can I schedule my electrician to come on then on he'll let you know we've an accurate price and then go from there okay is there anything Circle close to the area right now or snow welcome home from work I mean all it was was enough in the Xbox and everything for Laura I just want to confirm that and then I told her about for the Apple installer Thompson my girlfriend so that's a +51-943-510-4000 number 31133 cuz she's working a lot so I'll be over well email I guess you must be still with us but I Mr Phillips one woman hi there sorry about that okay email yeah email 15 ccs at icloud.com horse Edwards I say now when might you think those are going out I will transfer you over to a dispatch department they can get out you are a time when someone can come a moment hi there can I get her to give you a call she just tied up for a minute I remember that I did yes bye 
2038,112,693809167,0,0.965925826,0.866025404,0.258819045,-0.5,6.12E-17,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,okay 
2044,52,1065410842,0,0.965925826,0.707106781,0.5,-0.5,0.5,-1.84E-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,the great fucking Home Service I'm trying to make you smile Maria for some reason if we get yeah I don't know what's going on with that on my customers phone number by the awesome thank you bye 
2050,217,691121445,0,0.965925826,0,-0.258819045,-0.5,0.866025404,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,thinking how can I make it bye Mercer my phone or for your I prefer yeah yeah I'm pretty face alright bye yeah I know I wore I know anything black people Christmas a happy birthday and I text the way in hey bye $221 in 18 steps that works out see when the furnace was trouble 71734 Farnsworth estimate 6000 alright thank you 
2056,56,1067535404,0,0.965925826,0.866025404,0.5,-0.5,6.12E-17,-1.84E-16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Cricket find it was saying I hopefully make you smile for Mom and trim it's 3 chance to John's around this is Clint from Auto crib is there any chance if you're around okay that would be fun 07 
2062,337,690347128,0,0.965925826,0.707106781,0.258819045,-0.5,0.5,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,it's a great day for this morning thinking how can I make a smile just rolls and yes so my heart math he's away the store sometime okay I know he's got a big job today so what is the can I can pass that on to him he he said the measure inside the sink here and I think that we have is 15 and a quarter inches across and it's 20 by 17 on the outside measurements okay but the new sinks or 17 in three-quarter on the inside so I'm wondering if that's going out that's going to affect anything so you are to 2517 you said I'm sorry inside measurements are 11/2 by 15 and a quarter okay and 17 and 3 quarters white on the inside and they're not they're going to be exactly the same we're sorry about that that's okay okay so Ryan's dad he told your wife to buy which stinks to buy which would fit the best so American ovation the Ovation is a different sizes that the size you're giving me the 17th Street okay that I don't know then yeah if he says I pulled I pulled out so she she and then he said to measure the inside of the existing sink which we did which is 15 and a quarter but the Ovation they're 17 and 3 quarter it's in a corner not at all a door alright thank you 
2068,319,1067761961,0,0.965925826,0.707106781,0.707106781,-0.5,0.5,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28322
2074,329,1067914368,0,0.965925826,0.5,-2.45E-16,-0.5,0.866025404,0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,that's my big am hoping to make it for real are you scream somebody we are fairly booked Pokemon Madera shut down no that's my somebody I can come out can you are there gold event just take your call I will yeah 
2080,581,1068298143,0,0.965925826,0,-0.866025404,-0.5,0.866025404,1.19E-15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,agree upon a time service Diana make you smile check and give me a price when it comes to aluminum wiring generally what we would do with then someone else charged okay Rich another one year of general contractor I'm being inmate 5 years I've been here to rewire Straley of aluminum cylinder that option now you are a deal with people smoker like we do polar the options we do 1 b 2 weeks okay fraction of the cost it's just so they if you get it hold over property rewire like you still have it inspected by the electrical Safety Authority and it's still deemed completely safe like I've never ever heard of that really yeah they pulled a permit tickets okay Mr extra clean metric offer chilling allows for the connection is not exactly what it is creating more connection with an be a lot of books on their own so does a Polar Polar did for a lot of people piece of aluminum twisting a tenens what people don't understand it so will you put on a Moretz race looks like one of the little plastic caps looking things exactly is there so many more efficient understand they're actually certificate created for this kind of work so it's hard for supper the other people I know for sure there's a brown often but the problem is when people just so I can do that okay definitely something because they're like there's so many homes out there that has a week yeah and then just running into problems with the real estate agent question I was just wondering how it would go down the road sounds a lot of homes who will light source with people like you people dangerous we have 100 God's mercy changed yes should've neighborhood Oakridge old well I'm coming lesson for the Cannon family table give you clash of the 10 to 12 but I know what the range and it's just for us for your website if there was any drywall that had to be cut into or what have you that's not that's sugars know I had an unfinished basement Weatherby option of China Cruise that's what the cases here one more week we do Cole's 
2086,367,1068450147,0,0.965925826,0,0.5,-0.5,0.866025404,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,service Maria speaking how can I make a smile good morning small little plumbing repairs okay let me just take some information from you then we can that schedule a plumber and then they can come on site and and get you going there so or the vehicle see as well someone put the new one in yeah yeah no problem have a work will you be bored and my phone number here I'll give you our store number cuz that's where I am so I would have to get a time from someone so I can meet them there precarious so it's my phone number here is 519 641 0 four four three the store in Hyde Park so I would have to leave and meet them there at the picture of 68683 ohh and 6683 I'm sorry I always do so I met store what I use all the time I hope whatever email no problem I'll call you later spell my way to spend a few door or home take our highly was reschedule our guys to come out on Saturday for everything purse with you give you enough before they start any work then go ahead with the work they are able to accept cash check Visa Mastercard and there is a $59 with a G and if I can schedule you and then I will have our dispatch Department give you a call back she's tied up at the moment that you called back with an exact time when someone will be coming over okay first of all any any idea if it'll be this week and I have is at all possible I could schedule like a morning or I would have to speak to you in the morning take call is for 8 o'clock on Thursday yeah I could do that so that they can so I can get you in for the work sometime in the morning we'll go to confirm take out a time to install so I feel good price okay the offer such a thing as senior discounts available we are back from this other lady 
2092,90,1068479879,0,0.965925826,0,0.866025404,-0.5,0.866025404,-0.866025404,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,phone number I'll give you my cell 519-476-8284 
2098,317,1070047319,0,0.866025404,0.866025404,0.707106781,6.12E-17,6.12E-17,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,hey babe it's Maria speaking how can I make a smile what you see me the next lot numbers that was calling to see if I could book an appointment we in our kitchen our sink is leaking and it's a one of those Delta full deposits so it's leaking so before so hard hardwood floor so I put something supper working but I don't want this to continue and you can see quite clearly and I'm I can't fix anything you can see where the hose has a second plastic connector or rubber connector and this seems to be some form of separation or so there is the water leakage there 190 Carriage Hill Drive Miss reading count of London that's my wife and phone numbers on file 519-858-3957 which was your shower so are you I'm sure to let me know they will be a $59 this patch panel will come on site to look over everything purse to be an accurate price then go ahead take this course just transferred over to you and I don't know Forum to getting one of your crew members over what time on Monday the 1st what time is the last call 1 second pause in this trying cos we have 5/8 appointments booked throughout the day if your first what time it is your first appointment and I know like I can't get that is that like to eat okay so that you know what time approximately the individual would be free for the follow-up are there the next like an appointment on Monday Journeys Beulah Scott it's all true it may have to drive I would assume probably just looking at a personal life saving 11 yeah it's like in Vegas get that I'm available up until like I would have to leave my home from my appointment by swell yeah this at 1 so so we booked this year yes yeah yeah I'm only 10 minutes from my office to my door that is fantastic the service that you're finally YouTube 
2104,102,687246310,0,0.866025404,0.866025404,0.866025404,6.12E-17,6.12E-17,-0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,okay baby I'm not sure this morning I may go to our place what is the problem problem with the ballast issue 265 Maitland Street probably phone number for all the same so are you all when I give you a call for your 14 minute heads up this fine Monday through able to accept cash check Visa or Mastercard Oak Harbor 
2110,294,1070665971,0,0.866025404,0.258819045,0.707106781,6.12E-17,1,-0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Rachel it's Leah thinking how can I make you smile yes I was wondering if I can speak to someone about getting a quote on a heat pump I've got a rental property I'm looking to put in the split heat pump and take advantage incentive program that's actually did speak to someone Glen sure the property address is 175 Colborne how far 175 Colborne this goes back to June 2016 4947 17503 that's no that's two houses got word for shirts Phil shoot health BW happy LT polka Code 4 Colborne Street have it handy is Google a that's all I was going to do alright email address that you'd like to share with her shoes shoes shoes or sh e w and the number two at rogers.com please possible for sale once Kristen party made it says she's putting in a putting in the heat pump cuz right now it's electric baseboards the see what's wrong get Mike out there I just more afternoon or Thursday morning probably Thursday afternoon okay I can get them there it'll be Craig from one arm so I can get them press 5 with that work yeah that'll be fun 3 and 5 with Mike so okay see you can you explain to me how the the sun energy for something like us okay thanks 
2116,79,686087250,0,0.866025404,0,0.866025404,6.12E-17,0.866025404,-0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,who is Maria speaking how can I make a smile good morning calling from C Saunder it's leaking she started leaking yesterday with a eat cheese dip set for the shop for these Frozen received your first appointments like a little more than so at least I can say so 
2122,259,1071462244,0,0.866025404,0.707106781,0.707106781,6.12E-17,0.5,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,it's a great day at Financial Services Diana how can we make you smile smells didn't even Subway you're worried so just calling Simona return my customer just called if you are able to my schoolwork she wire a generator panel for house cuz we're we're thinking of getting a generator or something so again we just wanted to see what the electrical work would be like and if I stick generator work and I can type warbler Woods Place in Strathroy should be on file in your Kevin Post Summers generators I've been hoses okay so I've already got said I know it's generator parties worth I hope so he told me searching for circus I just want something that's going to keep my house float I was like if it's the worst case was it just gets a second I don't know I just I didn't know I kind of money so I see what she's understand or something different what's your availability as far as getting someone out there for you you guys I just miss you have something reserved General Google weeks full session regionally hi Phyllis perfect cuz I have some Plumbing work done then I can look physical reflect my electrical plugs kind of worried that Beverly fry my 220 on my dryer and stuff yeah something for you so I mean if I work until close to my house so if you could do like those are generally those times on she wants to do it before 30 he's also I delete on Tuesday so what is 1 okay you are so she will see 
2128,397,1072102891,0,0.866025404,0,0.5,6.12E-17,0.866025404,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,speaking how can I make a smile yes can you tell me how are you the day you guys do estimates for plumbing issues I miss you have all of my shut off valves in my house replaced 246 probably 15 or 16 I hope that's quite a few so I will I would say probably not late in the day for the latest was she was schedule them to come out and then he can go for way I'll trade what you deserve pecker head no I'm just trying to think of what day would work when does he have the last appointment I'm off work schedules for taking shifts in and just First Street yeah I'm refers and we just have we just live up on Portland Street so call me or you okay Thursday of this week at 2 o'clock or later be available at this next week raised on early shift so or any day next week at 2 o'clock or later speak is available of okay how about choose a time for you I'm just Tuesday of next week purpose better Manny and I get some information and I'll schedule them in for you I'm just making a note enough it 2 o'clock Tuesday about 1660 shut off it might be a few left a couple actually work maybe not that I know of this morning mine is CL Brandon pran dealer Debbie 11 76 Portland Street Port Center Portland P ohh our t ending as a mention Oregon what am I doing here I'm putting together Nancy from Victor Tooley Missouri easiest way to catch me is call me on my cell which is 5.9 670 6100 he'll be feeling next Tuesday with my husband Ray okay I'll put great as well yes is there a cell number for where you called the store number then it just call me cuz he works in a stand down to the ground you really can't get cell service is the email address you would like to share with us not at the moment how you heard about it as well one see you on 2nd Street all the time but since very nice people that work for you at the show on the weekend so if we go over how we work with our guys in next 2 hours you will go over everything with you first if you're not the right price then go ahead with the repairs when he's done he they look like the crash crash Visa Mastercard then there's also a $59 with sexy okay referral to have you come in just to do an estimate from across the $59 plus the he can go to work like when they are supposed to do the work okay so we'll we'll go with her so a delivery from across the state yeah that's the 24th yeah just send me a quick buzz on my phone before she was she had sent that way I can make sure so if if you are Alicia Suites which means he should be home 2 o'clock he's not going to be there I can scoot up from work for a few minutes just reschedule with fuel for machine 
2134,191,684369779,0,0.866025404,0,0.866025404,6.12E-17,0.866025404,-0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,the great promotion it's Maria speaking how can I make you smile book an appointment to come out to my barely are you there sorry can you hear me now crappy phone so what that you have a issue houses for girly stupid because I've been out many times some reason when I go to turn on my side entry inside light it just flashes on and off and on and off and on and off the basement light won't turn on the outside light won't turn on the upper hallway light won't turn on so and they're all on one circuit so I have a problem for you you are free phone number so 519-453-4563 I have your email address here see when I can get someone there and you were one of our home Productions remember that all so this let you know there will be a $59 dispatch or your system will come on site he will go over everything persky an accurate price then go ahead with the Spanish program when he's done he's able to accept cash check Visa Mastercard program and I get them in today actually know we have doctors appointments I got to take my wife to today if you have any moral afternoon I will be home by 10 so we will call for sure 854-5664 4 will give you 4 minutes on this 
2140,257,1072564639,0,0.866025404,0.707106781,-0.5,6.12E-17,0.5,0.866025404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,I thought required 9 so but I don't know what that word is awesome 
2146,218,1072751202,0,0.866025404,0.5,-0.5,6.12E-17,0.866025404,0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Cricket phone at home server I'm going to make you smile I just saw Walker I'm having some issues with the toilet upstairs and I was thinking always when I flush it was just wondering if I'd be able to schedule someone to come out and take a look I guess your personal cell see a child Lockhart loc K har t 2010 that's 10 View Avenue D E N zi w yep November 6th elf 0 golf 3 519 781 2007 I did a Google search for jingle on the radio before as well I'd still period Lockhart at gmail.com just my name 2 hour window there is a $59 to have him come out there and take a look and diagnose It 2 and 4 is my next appointment okay that should actually work out so Friday between 2 and 4 it'll be Mike service out there for you and upon once he's done we can accept cash check Visa or Mastercard and the dispatch the same way so very much 
